Title,Date
"Parks and Recreation: Season 3: Andy and April's Fancy Party","9/24/15"
"Parks and Recreation: Season 3: Camping","9/24/15"
"Parks and Recreation: Season 3: Harvest Festival","9/24/15"
"El Chavo: El Soñambulo","9/23/15"
"El Chavo: El Duelo","9/23/15"
"Dawn of the Dead","9/23/15"
"Parks and Recreation: Season 3: Indianapolis","9/22/15"
"Parks and Recreation: Season 3: Media Blitz","9/22/15"
"Parks and Recreation: Season 3: Ron and Tammy: Part II","9/21/15"
"Parks and Recreation: Season 3: Time Capsule","9/20/15"
"Parks and Recreation: Season 3: Flu Season","9/20/15"
"Parks and Recreation: Season 3: Go Big or Go Home","9/19/15"
"Parks and Recreation: Season 2: Freddy Spaghetti","9/19/15"
"The Fresh Prince of Bel-Air: Season 5: Father Knows Best","9/14/15"
"The Fresh Prince of Bel-Air: Season 5: Will's Misery","9/14/15"
"The Fresh Prince of Bel-Air: Season 5: Fresh Prince: The Movie","9/13/15"
"Parks and Recreation: Season 2: The Master Plan","9/13/15"
"Parks and Recreation: Season 2: Telethon","9/13/15"
"Pablo Escobar, el patrón del mal: Season 1: Episode 4","9/12/15"
"Pablo Escobar, el patrón del mal: Season 1: Episode 3","9/12/15"
"Pablo Escobar, el patrón del mal: Season 1: Episode 2","9/12/15"
"Pablo Escobar, el patrón del mal: Season 1: Episode 1","9/12/15"
"Parks and Recreation: Season 2: 94 Meetings","9/12/15"
"Naruto: Season 2: A Failure Stands Tall!","9/12/15"
"Parks and Recreation: Season 2: Summer Catalog","9/11/15"
"Parks and Recreation: Season 2: Park Safety","9/11/15"
"American Psycho","9/7/15"
"The Adventures of Tintin","9/6/15"
"The Fresh Prince of Bel-Air: Season 5: Grumpy Young Men","9/5/15"
"Grindhouse: Planet Terror","8/22/15"
"Wet Hot American Summer","8/22/15"
"Parks and Recreation: Season 2: The Possum","8/16/15"
"Parks and Recreation: Season 2: Woman of the Year","8/16/15"
"Supernatural: Season 1: Pilot","8/11/15"
"Sense8: Season 1: Limbic Resonance","8/11/15"
"Parks and Recreation: Season 2: Sister City","8/11/15"
"Derek: Season 1: Episode 2","8/11/15"
"The Fresh Prince of Bel-Air: Season 5: Reality Bites","8/10/15"
"Cape Fear","8/9/15"
"Parks and Recreation: Season 2: Galentine's Day","8/5/15"
"Parks and Recreation: Season 2: Sweetums","8/5/15"
"Wet Hot American Summer: First Day of Camp: Season 1: Activities","8/4/15"
"The Happening","8/1/15"
"Wet Hot American Summer: First Day of Camp: Season 1: Lunch","8/1/15"
"Wet Hot American Summer: First Day of Camp: Season 1: Campers Arrive","8/1/15"
"Parks and Recreation: Season 2: Leslie's House","7/31/15"
"Parks and Recreation: Season 2: The Set-Up","7/31/15"
"Parks and Recreation: Season 2: Christmas Scandal","7/31/15"
"Friends: Season 2: The One Where Heckles Dies","7/31/15"
"Friends: Season 2: The One with the Breast Milk","7/31/15"
"Friends: Season 2: The One with Ross's New Girlfriend","7/30/15"
"Friends: Season 1: The One Where Rachel Finds Out","7/30/15"
"Friends: Season 1: The One with the Birth","7/30/15"
"Friends: Season 1: The One with the Ick Factor","7/30/15"
"Friends: Season 1: The One with the Fake Monica","7/30/15"
"Parks and Recreation: Season 2: Tom's Divorce","7/29/15"
"Parks and Recreation: Season 2: Hunting Trip","7/29/15"
"Parks and Recreation: Season 2: The Camel","7/29/15"
"Parks and Recreation: Season 2: Ron and Tammy","7/29/15"
"Parks and Recreation: Season 2: Greg Pikitis","7/28/15"
"Parks and Recreation: Season 2: Kaboom","7/28/15"
"Parks and Recreation: Season 2: Practice Date","7/22/15"
"The Walking Dead: Season 4: Us","7/19/15"
"The Walking Dead: Season 4: The Grove","7/19/15"
"The Walking Dead: Season 4: Alone","7/19/15"
"The Walking Dead: Season 4: Still","7/19/15"
"The Walking Dead: Season 4: Claimed","7/19/15"
"Friends: Season 1: The One with the Evil Orthodontist","7/15/15"
"Parks and Recreation: Season 2: Beauty Pageant","7/14/15"
"Parks and Recreation: Season 2: The Stakeout","7/14/15"
"Parks and Recreation: Season 2: Pawnee Zoo","7/14/15"
"The Walking Dead: Season 4: Inmates","7/11/15"
"The Walking Dead: Season 4: After","7/11/15"
"The Walking Dead: Season 4: Too Far Gone","7/11/15"
"The Walking Dead: Season 4: Dead Weight","7/10/15"
"The Walking Dead: Season 4: Live Bait","7/10/15"
"The Walking Dead: Season 4: Internment","7/10/15"
"The Walking Dead: Season 4: Indifference","7/10/15"
"The Walking Dead: Season 4: Isolation","7/10/15"
"The Walking Dead: Season 4: Infected","7/10/15"
"The Walking Dead: Season 4: 30 Days Without an Accident","7/10/15"
"Sense8: Season 1: I Can’t Leave Her","7/10/15"
"Sense8: Season 1: Just Turn the Wheel and the Future Changes","7/10/15"
"The Walking Dead: Season 3: Welcome to the Tombs","7/9/15"
"The Walking Dead: Season 3: This Sorrowful Life","7/9/15"
"The Walking Dead: Season 3: Prey","7/9/15"
"The Walking Dead: Season 3: Arrow on the Doorpost","7/9/15"
"The Walking Dead: Season 3: Clear","7/9/15"
"The Walking Dead: Season 3: I Ain't a Judas","7/9/15"
"The Walking Dead: Season 3: Home","7/9/15"
"The Walking Dead: Season 3: The Suicide King","7/9/15"
"The Walking Dead: Season 3: Made to Suffer","7/9/15"
"Sense8: Season 1: What Is Human?","7/9/15"
"The Walking Dead: Season 3: When the Dead Come Knocking","7/9/15"
"The Walking Dead: Season 3: Hounded","7/9/15"
"The Walking Dead: Season 3: Say the Word","7/8/15"
"The Walking Dead: Season 3: Killer Within","7/8/15"
"The Walking Dead: Season 3: Walk with Me","7/8/15"
"The Walking Dead: Season 3: Sick","7/8/15"
"The Walking Dead: Season 3: Seed","7/8/15"
"The Walking Dead: Season 2: Beside the Dying Fire","7/8/15"
"The Walking Dead: Season 2: Better Angels","7/8/15"
"The Walking Dead: Season 2: Judge, Jury, Executioner","7/8/15"
"The Walking Dead: Season 2: 18 Miles Out","7/8/15"
"The Walking Dead: Season 2: Triggerfinger","7/8/15"
"The Walking Dead: Season 2: Nebraska","7/8/15"
"Sense8: Season 1: Death Doesn’t Let You Say Goodbye","7/8/15"
"Sense8: Season 1: We Will All Be Judged by the Courage of Our Hearts","7/8/15"
"Sense8: Season 1: W. W. N. Double D?","7/7/15"
"Sense8: Season 1: Demons","7/7/15"
"Lost: Season 2: The Long Con","7/6/15"
"Sense8: Season 1: Art Is Like Religion","7/6/15"
"Sense8: Season 1: What’s Going On?","7/6/15"
"Sense8: Season 1: Smart Money Is on the Skinny Bitch","7/5/15"
"Sense8: Season 1: I Am Also a We","7/5/15"
"The Walking Dead: Season 2: Pretty Much Dead Already","7/4/15"
"The Walking Dead: Season 2: Secrets","7/4/15"
"The Walking Dead: Season 2: Chupacabra","7/4/15"
"The Walking Dead: Season 2: Cherokee Rose","7/4/15"
"The Walking Dead: Season 2: Save the Last One","7/4/15"
"The Walking Dead: Season 2: Bloodletting","7/3/15"
"The Walking Dead: Season 2: What Lies Ahead","7/3/15"
"The Walking Dead: Season 1: TS-19","7/3/15"
"The Walking Dead: Season 1: Wildfire","7/3/15"
"The Walking Dead: Season 1: Vatos","7/3/15"
"The Walking Dead: Season 1: Tell It to the Frogs","7/3/15"
"The Walking Dead: Season 1: Guts","7/3/15"
"The Walking Dead: Season 1: Days Gone Bye","7/3/15"
"Friends: Season 1: The One Where the Monkey Gets Away","6/29/15"
"Friends: Season 1: The One with All the Poker","6/29/15"
"Friends: Season 1: The One with the Two Parts: Part 2","6/29/15"
"Criminal Minds: Season 8: The Lesson","6/25/15"
"Criminal Minds: Season 8: Magnificent Light","6/25/15"
"Criminal Minds: Season 8: The Wheels on the Bus..","6/25/15"
"Friends: Season 1: The One with the Two Parts: Part 1","6/25/15"
"Friends: Season 1: The One with the Stoned Guy","6/25/15"
"The Wave","6/25/15"
"Friends: Season 1: The One with the Candy Hearts","6/24/15"
"Friends: Season 5: The One with Ross's Sandwich","6/24/15"
"Friends: Season 5: The One with All the Thanksgivings","6/23/15"
"Friends: Season 5: The One Where Ross Moves In","6/23/15"
"Friends: Season 5: The One with the Yeti","6/23/15"
"Friends: Season 5: The One with the Kips","6/22/15"
"Friends: Season 5: The One Where Phoebe Hates PBS","6/22/15"
"Friends: Season 5: The One Hundredth","6/22/15"
"Friends: Season 5: The One with All the Kissing","6/22/15"
"Friends: Season 1: The One with the Boobies","6/22/15"
"Friends: Season 1: The One with the Dozen Lasagnas","6/22/15"
"Friends: Season 1: The One with the Monkey","6/22/15"
"Friends: Season 1: The One Where Underdog Gets Away","6/22/15"
"Friends: Season 1: The One Where Nana Dies Twice","6/22/15"
"Friends: Season 1: The One with the Blackout","6/22/15"
"Friends: Season 1: The One with the Butt","6/22/15"
"Friends: Season 1: The One with George Stephanopoulos","6/22/15"
"Friends: Season 1: The One with the Thumb","6/22/15"
"Friends: Season 1: The One with the Sonogram at the End","6/17/15"
"Friends: Season 4: The One with Ross's Wedding: Part 1","6/17/15"
"Friends: Season 4: The One with the Worst Best Man Ever","6/17/15"
"Vikings: Season 1: Rites of Passage","6/17/15"
"Friends: Season 4: The One with the Invitation","6/14/15"
"Friends: Season 4: The One with the Wedding Dresses","6/14/15"
"Friends: Season 4: The One with All the Haste","6/13/15"
"Friends: Season 4: The One with the Free Porn","6/13/15"
"Friends: Season 4: The One with the Fake Party","6/12/15"
"Friends: Season 4: The One with All the Rugby","6/12/15"
"Friends: Season 4: The One with Joey's Dirty Day","6/11/15"
"Friends: Season 4: The One with Rachel's Crush","6/11/15"
"Horns","6/6/15"
"The Imitation Game","6/6/15"
"Friends: Season 4: The One with the Embryos","6/6/15"
"Friends: Season 4: The One with Phoebe's Uterus","6/6/15"
"Friends: Season 4: The One with the Girl from Poughkeepsie","6/6/15"
"Friends: Season 4: The One Where They're Going to Party","6/6/15"
"Friends: Season 4: The One with Chandler in a Box","6/5/15"
"Friends: Season 4: The One Where Chandler Crosses the Line","6/5/15"
"Friends: Season 4: The One with Joey's New Girlfriend","6/5/15"
"Friends: Season 4: The One with the Ballroom Dancing","6/5/15"
"Friends: Season 4: The One with the 'Cuffs","6/5/15"
"Friends: Season 4: The One with the Cat","6/4/15"
"The Sisterhood of the Traveling Pants","5/31/15"
"Dilbert: Season 1: Episode 10","5/30/15"
"Dilbert: Season 1: Episode 9","5/30/15"
"Dilbert: Season 1: Episode 8","5/29/15"
"Archer: Season 5: Archer Vice: On The Carpet","5/23/15"
"Archer: Season 5: Archer Vice: Palace Intrigue: Part I","5/23/15"
"BoJack Horseman Christmas Special: Sabrina's Christmas Wish","5/23/15"
"Austin Powers: The Spy Who Shagged Me","5/23/15"
"Inception","5/22/15"
"Arrested Development: Season 4: Queen B.","5/17/15"
"Back to the Future Part III","5/17/15"
"The Girl with the Dragon Tattoo","5/17/15"
"The Girl with the Dragon Tattoo","5/17/15"
"Dilbert: Season 1: Episode 7","5/9/15"
"Back to the Future Part II","5/8/15"
"Cosmos: A Spacetime Odyssey: Season 1: The Clean Room","5/3/15"
"Cosmos: A Spacetime Odyssey: Season 1: Deeper, Deeper, Deeper Still","5/2/15"
"A Fistful of Dollars","5/2/15"
"Back to the Future","5/1/15"
"Parks and Recreation: Season 1: Rock Show","5/1/15"
"The Babysitters","4/30/15"
"Dilbert: Season 1: Episode 6","4/29/15"
"Dilbert: Season 1: Episode 5","4/27/15"
"Dilbert: Season 1: Episode 4","4/26/15"
"Dilbert: Season 1: Episode 3","4/26/15"
"Dilbert: Season 1: Episode 2","4/25/15"
"Dilbert: Season 1: Episode 1","4/24/15"
"Marvel's Daredevil: Season 1: The Path of the Righteous","4/24/15"
"Marvel's Daredevil: Season 1: Nelson v. Murdock","4/24/15"
"The Terminator","4/23/15"
"Parks and Recreation: Season 1: The Banquet","4/23/15"
"Parks and Recreation: Season 1: Boys' Club","4/23/15"
"Marvel's Daredevil: Season 1: Speak of the Devil","4/22/15"
"Marvel's Daredevil: Season 1: Shadows in the Glass","4/22/15"
"Marvel's Daredevil: Season 1: Stick","4/20/15"
"Arrested Development: Season 2: Queen for a Day","4/19/15"
"Marvel's Daredevil: Season 1: Condemned","4/18/15"
"Marvel's Daredevil: Season 1: World On Fire","4/17/15"
"Marvel's Daredevil: Season 1: In the Blood","4/17/15"
"Marvel's Daredevil: Season 1: Rabbit in a Snowstorm","4/17/15"
"Marvel's Daredevil: Season 1: Cut Man","4/17/15"
"Parks and Recreation: Season 1: The Reporter","4/15/15"
"Parks and Recreation: Season 1: Canvassing","4/14/15"
"Parks and Recreation: Season 1: Pilot","4/13/15"
"Friends: Season 7: The One with the Engagement Picture","4/12/15"
"Friends: Season 7: The One with Rachel's Assistant","4/12/15"
"Friends: Season 7: The One with Phoebe's Cookies","4/12/15"
"Arrested Development: Season 4: Smashed","4/12/15"
"Marvel's Daredevil: Season 1: Into the Ring","4/10/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Makes Waffles!","4/5/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to Court!","4/5/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Rides a Bike!","4/5/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy's in a Love Triangle!","4/5/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy is Bad at Math!","4/4/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to a Party!","4/4/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to School!","4/4/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Kisses a Boy!","4/4/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to the Doctor!","4/3/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes on a Date!","4/3/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Gets a Job!","4/3/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes Outside!","4/3/15"
"TED Talks: Life Hack 2: The Next Level: Season 1: Nigel Marsh: How to Make Work-Life Balance Work","4/3/15"
"Better Call Saul: Season 1: Pimento","4/3/15"
"Thor","3/22/15"
"Arrested Development: Season 4: Red Hairing","3/15/15"
"Arrested Development: Season 4: Colony Collapse","3/15/15"
"Arrested Development: Season 4: Double Crossers","3/10/15"
"Arrested Development: Season 4: A New Start","3/9/15"
"Arrested Development: Season 4: The B. Team","3/9/15"
"Arrested Development: Season 4: Indian Takers","3/8/15"
"The Fresh Prince of Bel-Air: Season 4: Mother's Day","3/8/15"
"The Fresh Prince of Bel-Air: Season 4: M is for the Many Things She Gave Me","3/8/15"
"The Fresh Prince of Bel-Air: Season 4: The Harder They Fall","3/8/15"
"Arrested Development: Season 4: Borderline Personalities","3/7/15"
"Arrested Development: Season 4: Flight of the Phoenix","3/7/15"
"Arrested Development: Season 1: Let 'Em Eat Cake","2/21/15"
"Arrested Development: Season 1: Not Without My Daughter","2/21/15"
"Arrested Development: Season 1: Whistler's Mother","2/21/15"
"Sharknado","2/15/15"
"Metastasis: Season 1: Episode 6","2/15/15"
"Metastasis: Season 1: Episode 1","2/15/15"
"The Cabin in the Woods","2/15/15"
"Grindhouse: Death Proof","2/14/15"
"Spartacus: Blood and Sand: Old Wounds","2/14/15"
"Spartacus: Blood and Sand: Party Favors","2/14/15"
"Blade II","2/2/15"
"Blade","2/1/15"
"A Haunted House 2","2/1/15"
"Pumping Iron","1/29/15"
"Anchorman: The Legend of Ron Burgundy","1/29/15"
"Cosmos: A Spacetime Odyssey: Season 1: Hiding in the Light","1/28/15"
"The Lord of the Rings: The Return of the King","1/17/15"
"Cosmos: A Spacetime Odyssey: Season 1: A Sky Full of Ghosts","1/14/15"
"Cosmos: A Spacetime Odyssey: Season 1: When Knowledge Conquered Fear","1/11/15"
"The Fresh Prince of Bel-Air: Season 4: The Ol' Ball and Chain","1/11/15"
"The Fresh Prince of Bel-Air: Season 4: You'd Better Shop Around","1/11/15"
"The Fresh Prince of Bel-Air: Season 4: Stop Will! In the Name of Love","1/11/15"
"The Fresh Prince of Bel-Air: Season 4: When You Hit Upon a Star","1/11/15"
"The Fresh Prince of Bel-Air: Season 4: I Know Why the Caged Bird Screams","1/11/15"
"The Fresh Prince of Bel-Air: Season 4: Who's the Boss?","1/11/15"
"Cosmos: A Spacetime Odyssey: Season 1: Some of the Things That Molecules Do","1/10/15"
"The Fresh Prince of Bel-Air: Season 4: Sleepless in Bel-Air","1/9/15"
"The Fresh Prince of Bel-Air: Season 4: 'Twas the Night Before Christening","1/8/15"
"The Fresh Prince of Bel-Air: Season 4: You've Got To Be a Football Hero","1/8/15"
"The Cable Guy","1/8/15"
"The Fresh Prince of Bel-Air: Season 4: Take My Cousin...Please","1/3/15"
"The Fresh Prince of Bel-Air: Season 4: Home Is Where the Heart Attack Is","1/3/15"
"Cosmos: A Spacetime Odyssey: Season 1: Standing Up in the Milky Way","1/3/15"
"Into the Wild","1/2/15"
"Eternal Sunshine of the Spotless Mind","1/1/15"
"American Reunion","12/31/14"
"Silence of the Lambs","12/31/14"
"Dumb and Dumber","12/31/14"
"Family Guy: Season 12: Chap Stewie","12/23/14"
"Family Guy: Season 12: He's Bla-Ack!","12/23/14"
"The Fresh Prince of Bel-Air: Season 4: Fresh Prince After Dark","12/23/14"
"The Fresh Prince of Bel-Air: Season 4: Blood Is Thicker Than Mud","12/23/14"
"Family Guy: Season 12: Meg Stinks!","12/23/14"
"Family Guy: Season 12: Baby Got Black","12/23/14"
"How I Met Your Mother: Season 9: Last Forever: Part Two","12/23/14"
"Family Guy: Season 12: The Most Interesting Man in the World","12/22/14"
"Mako Mermaids: An H2O Adventure: Season 1: Outcasts","12/22/14"
"The Fresh Prince of Bel-Air: Season 4: Hex and the Single Guy","12/22/14"
"The Fresh Prince of Bel-Air: Season 4: Will Goes a Courtin'","12/22/14"
"Family Guy: Season 12: Harpe the Love Sore","12/21/14"
"Family Guy: Season 12: Secondhand Spoke","12/21/14"
"Family Guy: Season 12: Fresh Heir","12/19/14"
"Family Guy: Season 12: 3 Acts of God","12/18/14"
"The Fresh Prince of Bel-Air: Season 4: It's Better to Have Loved and Lost It...","12/18/14"
"The Fresh Prince of Bel-Air: Season 4: Father of the Year","12/18/14"
"Family Guy: Season 12: Mom's the Word","12/18/14"
"Family Guy: Season 12: Brian's a Bad Father","12/16/14"
"Family Guy: Season 12: Grimm Job","12/15/14"
"Family Guy: Season 12: Peter Problems","12/13/14"
"Family Guy: Season 12: Christmas Guy","12/13/14"
"Family Guy: Season 12: Into Harmony's Way","12/13/14"
"Family Guy: Season 12: Life of Brian","12/12/14"
"Family Guy: Season 12: Boopa-Dee Bappa-Dee","12/12/14"
"Family Guy: Season 12: A Fistful of Meg","12/12/14"
"Family Guy: Season 12: Quagmire's Quagmire","12/12/14"
"Family Guy: Season 12: Vestigial Peter","12/10/14"
"Family Guy: Season 12: Finders Keepers","12/10/14"
"The Fresh Prince of Bel-Air: Season 4: All Guts, No Glory","12/9/14"
"El Chavo: El Jefe el Lechero","12/3/14"
"El Chavo: Caja Fuerte","12/3/14"
"El Chavo: Día de Campo Boxeadores el Sobre de Dinero","12/3/14"
"El Chavo: Rateros Torpes los Globos","12/3/14"
"Mako Mermaids: An H2O Adventure: Season 1: Evie Times Two","12/1/14"
"Mako Mermaids: An H2O Adventure: Season 1: Aquata Returns","12/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Boiling Rock: Part 2","12/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Boiling Rock: Part 1","12/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Runaway","12/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Guru","11/27/14"
"Harry Potter and the Half-Blood Prince","11/19/14"
"The Cat Returns","11/17/14"
"Tron: Legacy","11/17/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: Sozin's Comet: Part 4: Avatar Aang","11/17/14"
"A Clockwork Orange","11/17/14"
"Horsin' Around","11/15/14"
"Californication: Season 7: Grace","11/13/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Beach","11/13/14"
"Californication: Season 7: Daughter","11/13/14"
"Californication: Season 7: Dinner with Friends","11/13/14"
"Californication: Season 7: Faith, Hope, Love","11/13/14"
"Californication: Season 7: 30 Minutes or Less","11/12/14"
"Californication: Season 7: Smile","11/12/14"
"Californication: Season 7: Kickoff","11/12/14"
"Californication: Season 7: Getting the Poison Out","11/12/14"
"Californication: Season 7: Dicks","11/12/14"
"Californication: Season 7: Like Father Like Son","11/12/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Puppetmaster","11/12/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Avatar and the Firelord","11/11/14"
"Californication: Season 7: Julia","11/11/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Painted Lady","11/11/14"
"Californication: Season 7: Levon","11/11/14"
"Californication: Season 6: I'll Lay My Monsters Down","11/11/14"
"Californication: Season 6: The Abby","11/11/14"
"Pirates of the Caribbean: The Curse of the Black Pearl","11/11/14"
"The Boy in the Striped Pajamas","11/11/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: Sokka's Master","11/10/14"
"Californication: Season 6: Blind Faith","11/9/14"
"Californication: Season 6: Mad Dogs and Englishmen","11/8/14"
"Californication: Season 6: Everybody's a F**king Critic","11/8/14"
"Californication: Season 6: The Dope Show","11/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Headband","11/6/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Awakening","11/6/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Crossroads of Destiny","11/6/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Earth King","11/4/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Lake Laogai","11/4/14"
"Harry Potter and the Goblet of Fire","11/2/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: City of Walls and Secrets","11/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Journey to Ba Sing Se: Part 2: The Drill","11/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Journey to Ba Sing Se: Part 1: The Serpent's Pass","11/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Day of the Black Sun: Part 1","11/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Chase","11/1/14"
"Iron Man 2","10/31/14"
"Captain America: The First Avenger","10/30/14"
"Ted","10/24/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Fortune-Teller","10/17/14"
"Planet Ocean","10/17/14"
"Black Book","10/12/14"
"Lone Survivor","10/12/14"
"Cheech & Chong's Up in Smoke","10/12/14"
"Perfume: The Story of a Murderer","10/11/14"
"Friends: Season 6: The One Where Joey Loses His Insurance","10/9/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Blue Spirit","10/9/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Storm","10/9/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Waterbending Scroll","10/6/14"
"Breaking Bad: Season 5: Felina","10/4/14"
"Breaking Bad: Season 5: Granite State","10/4/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: Imprisoned","10/3/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The King of Omashu","10/3/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Warriors of Kyoshi","10/3/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Southern Air Temple","10/3/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Avatar Returns","10/3/14"
"Shutter Island","9/26/14"
"Blackfish","9/26/14"
"The Office (U.S.): Season 1: Pilot","9/25/14"
"The Office (U.S.): Season 8: The List","9/25/14"
"Groundhog Day","9/22/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Boy in the Iceberg","9/22/14"
"Orange Is the New Black: Season 1: The Chickening","9/16/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: Sozin's Comet: Part 3: Into the Inferno","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: Sozin's Comet: Part 2: The Old Masters","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: Sozin's Comet: Part 1: The Phoenix King","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Ember Island Players","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Southern Raiders","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Firebending Masters","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Western Air Temple","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: The Day of the Black Sun: Part 2","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 3: Nightmares and Daydreams","9/15/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Appa's Lost Days","9/13/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Tales of Ba Sing Se","9/13/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Desert","9/12/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Library","9/11/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Bitter Work","9/11/14"
"Orange Is the New Black: Season 1: Imaginary Enemies","9/9/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Zuko Alone","9/9/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Blind Bandit","9/9/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Avatar Day","9/9/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Swamp","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: Return to Omashu","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Cave of Two Lovers","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 2: The Avatar State","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Siege of the North: Part 2","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Siege of the North: Part 1","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Waterbending Master","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Northern Air Temple","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Deserter","9/8/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: Bato of the Water Tribe","9/7/14"
"Orange Is the New Black: Season 1: Lesbian Request Denied","9/7/14"
"Vanilla Sky","9/7/14"
"Yes Man","9/7/14"
"How to Train Your Dragon","9/4/14"
"Iron Man","9/3/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: The Great Divide","9/2/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: Jet","9/2/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: Winter Solstice: Part 2: Avatar Roku","9/1/14"
"Avatar: The Last Airbender: Avatar: The Last Airbender: Book 1: Winter Solstice: Part 1: The Spirit World","9/1/14"
"Saint Seiya: The Hades Chapter: The Hades Chapter - Sanctuary: Shaking Sanctuary","9/1/14"
"Saint Seiya: The Hades Chapter: The Hades Chapter - Sanctuary: The Golden Clash","9/1/14"
"Friends: Season 8: The One with Monica's Boots","8/30/14"
